Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Menu/RT010 MenuClicks - Vacatures,Chrome 120.0.0.0,,,2023-12-18 14:01:49,2023-12-18 14:02:07,"17,544s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 14:01:49,2023-12-18 14:01:50,"0,687s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 14:01:50,2023-12-18 14:01:50,"0,133s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 14:01:50,2023-12-18 14:01:51,"0,288s",PASSED
"callTestCase(findTestCase(""Menu/RT000 MenuClicks""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-18 14:01:51,2023-12-18 14:02:07,"16,259s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 14:02:07,2023-12-18 14:02:07,"0,116s",PASSED
,,,,,,,
Test Cases/Menu/RT011 MenuClicks - Contact,Chrome 120.0.0.0,,,2023-12-18 14:02:07,2023-12-18 14:02:24,"17,387s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 14:02:07,2023-12-18 14:02:08,"0,624s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 14:02:08,2023-12-18 14:02:08,"0,137s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 14:02:08,2023-12-18 14:02:08,"0,325s",PASSED
"callTestCase(findTestCase(""Menu/RT000 MenuClicks""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-18 14:02:08,2023-12-18 14:02:24,"16,087s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 14:02:24,2023-12-18 14:02:24,"0,158s",PASSED
,,,,,,,
Test Cases/Menu/RT012 MenuClicks - AlgVoorwaarden,Chrome 120.0.0.0,,,2023-12-18 14:02:24,2023-12-18 14:02:43,"18,910s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 14:02:24,2023-12-18 14:02:25,"0,625s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 14:02:25,2023-12-18 14:02:25,"0,126s",PASSED
navigateToUrl(URL + ALGVOORW),Chrome 120.0.0.0,,,2023-12-18 14:02:25,2023-12-18 14:02:26,"0,379s",PASSED
"callTestCase(findTestCase(""Menu/RT000 MenuClicks""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-18 14:02:26,2023-12-18 14:02:43,"17,566s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 14:02:43,2023-12-18 14:02:43,"0,164s",PASSED
,,,,,,,
Test Cases/Menu/RT013 MenuClicks - Privacybeleid,Chrome 120.0.0.0,,,2023-12-18 14:02:43,2023-12-18 14:03:02,"18,354s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 14:02:43,2023-12-18 14:02:44,"0,639s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 14:02:44,2023-12-18 14:02:44,"0,128s",PASSED
navigateToUrl(URL + PRIVACYBELEID),Chrome 120.0.0.0,,,2023-12-18 14:02:44,2023-12-18 14:02:44,"0,405s",PASSED
"callTestCase(findTestCase(""Menu/RT000 MenuClicks""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-18 14:02:44,2023-12-18 14:03:01,"16,997s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 14:03:01,2023-12-18 14:03:02,"0,137s",PASSED
