Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:18,2023-12-18 12:37:19,"0,968s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:37:19,2023-12-18 12:37:19,"0,543s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:37:19,2023-12-18 12:37:20,"0,457s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:37:20,2023-12-18 12:37:21,"0,648s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:21,2023-12-18 12:37:21,"0,102s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:37:21,2023-12-18 12:37:21,"0,725s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:37:21,2023-12-18 12:37:22,"0,389s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:37:22,2023-12-18 12:37:22,"0,582s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:22,2023-12-18 12:37:22,"0,072s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:37:22,2023-12-18 12:37:23,"0,736s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:37:23,2023-12-18 12:37:24,"0,395s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:37:24,2023-12-18 12:37:24,"0,549s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:24,2023-12-18 12:37:24,"0,097s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:37:24,2023-12-18 12:37:25,"0,451s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:37:25,2023-12-18 12:37:25,"0,299s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:25,2023-12-18 12:37:25,"0,082s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:37:25,2023-12-18 12:37:26,"0,709s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:37:26,2023-12-18 12:37:26,"0,594s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:37:26,2023-12-18 12:37:27,"0,621s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:27,2023-12-18 12:37:27,"0,072s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:37:27,2023-12-18 12:37:28,"0,716s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:37:28,2023-12-18 12:37:28,"0,605s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:37:28,2023-12-18 12:37:29,"0,508s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:29,2023-12-18 12:37:29,"0,088s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:37:29,2023-12-18 12:37:30,"0,678s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:37:30,2023-12-18 12:37:30,"0,567s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:37:30,2023-12-18 12:37:31,"0,567s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:31,2023-12-18 12:37:31,"0,103s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:37:31,2023-12-18 12:37:31,"0,538s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:37:31,2023-12-18 12:37:32,"0,592s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:37:32,2023-12-18 12:37:32,"0,338s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:37:32,2023-12-18 12:37:33,"0,617s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:37:33,2023-12-18 12:37:33,"0,106s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:37:33,2023-12-18 12:37:34,"0,565s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:37:34,2023-12-18 12:37:34,"0,650s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:37:34,2023-12-18 12:37:35,"0,340s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:37:35,2023-12-18 12:37:35,"0,625s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:37:35,2023-12-18 12:37:35,"0,112s",PASSED
,,,,,,,
Test Cases/Menu/RT008 MenuClicks - SuperTester,Chrome 120.0.0.0,,,2023-12-18 12:37:35,2023-12-18 12:38:08,"32,856s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:37:35,2023-12-18 12:37:36,"0,637s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:37:36,2023-12-18 12:37:36,"0,130s",PASSED
navigateToUrl(URL + OVER_ONS + SUPERTESTER),Chrome 120.0.0.0,,,2023-12-18 12:37:36,2023-12-18 12:37:37,"1,036s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:37:37,2023-12-18 12:38:08,"31,003s",FAILED
,,,,,,,
Test Cases/Menu/RT008.1 MenuClicks - SuperTester - Alternatief,Chrome 120.0.0.0,,,2023-12-18 12:38:08,2023-12-18 12:38:08,"0,028s",ERROR
,,,,,,,
Test Cases/Menu/RT009 MenuClicks - Blog,Chrome 120.0.0.0,,,2023-12-18 12:38:08,2023-12-18 12:38:27,"18,694s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:38:08,2023-12-18 12:38:09,"0,775s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:38:09,2023-12-18 12:38:09,"0,128s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:09,2023-12-18 12:38:09,"0,293s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:09,2023-12-18 12:38:10,"0,663s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:38:10,2023-12-18 12:38:11,"1,048s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:38:11,2023-12-18 12:38:12,"0,533s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:12,2023-12-18 12:38:12,"0,068s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:12,2023-12-18 12:38:12,"0,667s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:38:12,2023-12-18 12:38:13,"0,637s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:38:13,2023-12-18 12:38:14,"0,553s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:14,2023-12-18 12:38:14,"0,102s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:14,2023-12-18 12:38:14,"0,681s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:38:14,2023-12-18 12:38:15,"0,559s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:38:15,2023-12-18 12:38:16,"0,543s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:16,2023-12-18 12:38:16,"0,090s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:16,2023-12-18 12:38:16,"0,575s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:38:16,2023-12-18 12:38:17,"0,615s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:17,2023-12-18 12:38:17,"0,106s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:17,2023-12-18 12:38:18,"0,678s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:38:18,2023-12-18 12:38:18,"0,543s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:38:18,2023-12-18 12:38:19,"0,535s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:19,2023-12-18 12:38:19,"0,118s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:19,2023-12-18 12:38:19,"0,584s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:38:19,2023-12-18 12:38:20,"0,626s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:38:20,2023-12-18 12:38:21,"0,538s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:21,2023-12-18 12:38:21,"0,127s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:21,2023-12-18 12:38:21,"0,575s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:38:21,2023-12-18 12:38:22,"0,603s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:38:22,2023-12-18 12:38:22,"0,545s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:22,2023-12-18 12:38:23,"0,111s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:38:23,2023-12-18 12:38:23,"0,569s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:38:23,2023-12-18 12:38:24,"0,588s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:38:24,2023-12-18 12:38:24,"0,392s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:38:24,2023-12-18 12:38:25,"0,623s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:38:25,2023-12-18 12:38:25,"0,111s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:38:25,2023-12-18 12:38:25,"0,532s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:38:25,2023-12-18 12:38:25,"0,142s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:38:25,2023-12-18 12:38:26,"0,574s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:38:26,2023-12-18 12:38:27,"0,741s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:38:27,2023-12-18 12:38:27,"0,148s",PASSED
,,,,,,,
Test Cases/Menu/RT010 MenuClicks - Vacatures,Chrome 120.0.0.0,,,2023-12-18 12:38:27,2023-12-18 12:38:45,"18,437s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:38:27,2023-12-18 12:38:28,"0,651s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:38:28,2023-12-18 12:38:28,"0,132s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:28,2023-12-18 12:38:28,"0,283s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:28,2023-12-18 12:38:29,"0,701s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:38:29,2023-12-18 12:38:30,"1,014s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:38:30,2023-12-18 12:38:30,"0,522s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:30,2023-12-18 12:38:30,"0,083s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:30,2023-12-18 12:38:31,"0,669s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:38:31,2023-12-18 12:38:32,"0,661s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:38:32,2023-12-18 12:38:32,"0,531s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:32,2023-12-18 12:38:32,"0,066s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:32,2023-12-18 12:38:33,"0,680s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:38:33,2023-12-18 12:38:34,"0,557s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:38:34,2023-12-18 12:38:34,"0,425s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:34,2023-12-18 12:38:34,"0,088s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:34,2023-12-18 12:38:35,"0,577s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:38:35,2023-12-18 12:38:35,"0,610s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:35,2023-12-18 12:38:35,"0,082s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:35,2023-12-18 12:38:36,"0,662s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:38:36,2023-12-18 12:38:37,"0,528s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:38:37,2023-12-18 12:38:37,"0,544s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:37,2023-12-18 12:38:37,"0,109s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:37,2023-12-18 12:38:38,"0,699s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:38:38,2023-12-18 12:38:38,"0,594s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:38:38,2023-12-18 12:38:39,"0,546s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:39,2023-12-18 12:38:39,"0,098s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:39,2023-12-18 12:38:40,"0,653s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:38:40,2023-12-18 12:38:41,"0,822s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:38:41,2023-12-18 12:38:41,"0,485s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:41,2023-12-18 12:38:41,"0,113s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:38:41,2023-12-18 12:38:42,"0,532s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:38:42,2023-12-18 12:38:42,"0,132s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:38:42,2023-12-18 12:38:42,"0,537s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:38:42,2023-12-18 12:38:43,"0,633s",PASSED
navigateToUrl(URL + VACATURES),Chrome 120.0.0.0,,,2023-12-18 12:38:43,2023-12-18 12:38:43,"0,081s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:38:43,2023-12-18 12:38:44,"0,572s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:38:44,2023-12-18 12:38:44,"0,594s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:38:44,2023-12-18 12:38:45,"0,333s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:38:45,2023-12-18 12:38:45,"0,580s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:38:45,2023-12-18 12:38:45,"0,187s",PASSED
,,,,,,,
Test Cases/Menu/RT011 MenuClicks - Contact,Chrome 120.0.0.0,,,2023-12-18 12:38:45,2023-12-18 12:39:04,"18,317s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:38:45,2023-12-18 12:38:46,"0,695s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:38:46,2023-12-18 12:38:46,"0,121s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:46,2023-12-18 12:38:47,"0,297s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:47,2023-12-18 12:38:47,"0,689s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:38:47,2023-12-18 12:38:48,"1,067s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:38:48,2023-12-18 12:38:49,"0,517s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:49,2023-12-18 12:38:49,"0,089s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:49,2023-12-18 12:38:50,"0,642s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:38:50,2023-12-18 12:38:50,"0,629s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:38:50,2023-12-18 12:38:51,"0,552s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:51,2023-12-18 12:38:51,"0,116s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:38:51,2023-12-18 12:38:52,"0,672s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:38:52,2023-12-18 12:38:52,"0,541s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:38:52,2023-12-18 12:38:53,"0,530s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:53,2023-12-18 12:38:53,"0,104s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:53,2023-12-18 12:38:53,"0,574s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:38:53,2023-12-18 12:38:54,"0,622s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:54,2023-12-18 12:38:54,"0,111s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:54,2023-12-18 12:38:55,"0,656s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:38:55,2023-12-18 12:38:55,"0,538s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:38:55,2023-12-18 12:38:56,"0,542s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:56,2023-12-18 12:38:56,"0,112s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:56,2023-12-18 12:38:57,"0,692s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:38:57,2023-12-18 12:38:57,"0,624s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:38:57,2023-12-18 12:38:58,"0,526s",PASSED
navigateToUrl(URL + CONTACT),Chrome 120.0.0.0,,,2023-12-18 12:38:58,2023-12-18 12:38:58,"0,102s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:38:58,2023-12-18 12:38:58,"0,699s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:38:58,2023-12-18 12:38:59,"0,553s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:38:59,2023-12-18 12:39:00,"0,509s",PASSED
