Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:41:40,2023-12-18 12:41:41,"0,598s",PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,2023-12-18 12:41:41,2023-12-18 12:41:41,"0,110s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:41:41,2023-12-18 12:41:42,"0,591s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:41:42,2023-12-18 12:41:42,"0,598s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:41:42,2023-12-18 12:41:43,"0,451s",PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,2023-12-18 12:41:43,2023-12-18 12:41:43,"0,146s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:41:43,2023-12-18 12:41:43,"0,573s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:41:43,2023-12-18 12:41:44,"0,609s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:41:44,2023-12-18 12:41:44,"0,439s",PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,2023-12-18 12:41:44,2023-12-18 12:41:44,"0,120s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:41:44,2023-12-18 12:41:45,"0,679s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:41:45,2023-12-18 12:41:46,"0,608s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:41:46,2023-12-18 12:41:46,"0,479s",PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,2023-12-18 12:41:46,2023-12-18 12:41:46,"0,122s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:41:46,2023-12-18 12:41:47,"0,476s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:41:47,2023-12-18 12:41:47,"0,632s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:41:47,2023-12-18 12:41:48,"0,376s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:41:48,2023-12-18 12:41:48,"0,635s",PASSED
navigateToUrl(URL),Chrome 120.0.0.0,,,2023-12-18 12:41:48,2023-12-18 12:41:49,"0,114s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:41:49,2023-12-18 12:41:49,"0,474s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:41:49,2023-12-18 12:41:50,"0,627s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:41:50,2023-12-18 12:41:50,"0,390s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:41:50,2023-12-18 12:41:51,"0,639s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:41:51,2023-12-18 12:41:51,"0,127s",PASSED
,,,,,,,
Test Cases/Menu/RT002 MenuClicks - SoftwareTesting,Chrome 120.0.0.0,,,2023-12-18 12:41:51,2023-12-18 12:42:09,"18,249s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:41:51,2023-12-18 12:41:51,"0,565s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:41:52,2023-12-18 12:41:52,"0,131s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:41:52,2023-12-18 12:41:52,"0,366s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:41:52,2023-12-18 12:41:53,"0,599s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:41:53,2023-12-18 12:41:54,"1,150s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:41:54,2023-12-18 12:41:54,"0,549s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:41:54,2023-12-18 12:41:54,"0,076s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:41:54,2023-12-18 12:41:55,"0,703s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:41:55,2023-12-18 12:41:56,"0,659s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:41:56,2023-12-18 12:41:56,"0,527s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:41:56,2023-12-18 12:41:56,"0,110s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:41:56,2023-12-18 12:41:57,"0,561s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:41:57,2023-12-18 12:41:57,"0,555s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:41:57,2023-12-18 12:41:58,"0,523s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:41:58,2023-12-18 12:41:58,"0,099s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:41:58,2023-12-18 12:41:59,"0,591s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:41:59,2023-12-18 12:41:59,"0,229s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:41:59,2023-12-18 12:41:59,"0,102s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:41:59,2023-12-18 12:42:00,"0,665s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:42:00,2023-12-18 12:42:00,"0,546s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:42:00,2023-12-18 12:42:01,"0,550s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:42:01,2023-12-18 12:42:01,"0,112s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:01,2023-12-18 12:42:02,"0,657s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:42:02,2023-12-18 12:42:02,"0,597s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:42:02,2023-12-18 12:42:03,"0,535s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:42:03,2023-12-18 12:42:03,"0,098s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:03,2023-12-18 12:42:03,"0,685s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:42:03,2023-12-18 12:42:04,"0,580s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:42:04,2023-12-18 12:42:05,"0,537s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:42:05,2023-12-18 12:42:05,"0,117s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:42:05,2023-12-18 12:42:05,"0,565s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:42:05,2023-12-18 12:42:06,"0,633s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:42:06,2023-12-18 12:42:06,"0,332s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:42:06,2023-12-18 12:42:07,"0,651s",PASSED
navigateToUrl(URL + SOFTWARETESTING),Chrome 120.0.0.0,,,2023-12-18 12:42:07,2023-12-18 12:42:07,"0,111s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:42:07,2023-12-18 12:42:08,"0,548s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:42:08,2023-12-18 12:42:08,"0,132s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:42:08,2023-12-18 12:42:08,"0,585s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:42:08,2023-12-18 12:42:09,"0,707s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:42:09,2023-12-18 12:42:09,"0,109s",PASSED
,,,,,,,
Test Cases/Menu/RT003 MenuClicks - SHT,Chrome 120.0.0.0,,,2023-12-18 12:42:09,2023-12-18 12:42:27,"18,247s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:42:09,2023-12-18 12:42:10,"0,625s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:42:10,2023-12-18 12:42:10,"0,131s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:10,2023-12-18 12:42:10,"0,353s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:10,2023-12-18 12:42:11,"0,691s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:42:11,2023-12-18 12:42:12,"1,008s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:42:12,2023-12-18 12:42:12,"0,441s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:12,2023-12-18 12:42:13,"0,107s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:13,2023-12-18 12:42:13,"0,594s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:42:13,2023-12-18 12:42:14,"0,622s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:42:14,2023-12-18 12:42:14,"0,527s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:14,2023-12-18 12:42:14,"0,081s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:14,2023-12-18 12:42:15,"0,689s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:42:15,2023-12-18 12:42:16,"0,562s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:42:16,2023-12-18 12:42:16,"0,535s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:16,2023-12-18 12:42:16,"0,110s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:16,2023-12-18 12:42:17,"0,571s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:42:17,2023-12-18 12:42:17,"0,614s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:17,2023-12-18 12:42:18,"0,109s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:18,2023-12-18 12:42:18,"0,554s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:42:18,2023-12-18 12:42:19,"0,554s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:42:19,2023-12-18 12:42:19,"0,432s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:19,2023-12-18 12:42:19,"0,105s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:19,2023-12-18 12:42:20,"0,687s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:42:20,2023-12-18 12:42:20,"0,600s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:42:20,2023-12-18 12:42:21,"0,528s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:21,2023-12-18 12:42:21,"0,096s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:21,2023-12-18 12:42:22,"0,660s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:42:22,2023-12-18 12:42:22,"0,565s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:42:22,2023-12-18 12:42:23,"0,476s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:23,2023-12-18 12:42:23,"0,104s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:42:23,2023-12-18 12:42:23,"0,526s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:42:23,2023-12-18 12:42:24,"0,983s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:42:24,2023-12-18 12:42:25,"0,322s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:42:25,2023-12-18 12:42:25,"0,632s",PASSED
navigateToUrl(URL + SHT),Chrome 120.0.0.0,,,2023-12-18 12:42:25,2023-12-18 12:42:25,"0,120s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:42:25,2023-12-18 12:42:26,"0,468s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:42:26,2023-12-18 12:42:26,"0,152s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:42:26,2023-12-18 12:42:27,"0,427s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:42:27,2023-12-18 12:42:27,"0,630s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:42:27,2023-12-18 12:42:27,"0,173s",PASSED
,,,,,,,
Test Cases/Menu/RT004 MenuClicks - UX-Lab,Chrome 120.0.0.0,,,2023-12-18 12:42:27,2023-12-18 12:42:45,"17,647s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:42:27,2023-12-18 12:42:28,"0,624s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:42:28,2023-12-18 12:42:28,"0,129s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:28,2023-12-18 12:42:28,"0,350s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:28,2023-12-18 12:42:29,"0,699s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:42:29,2023-12-18 12:42:30,"1,020s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:42:30,2023-12-18 12:42:31,"0,509s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:31,2023-12-18 12:42:31,"0,093s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:31,2023-12-18 12:42:31,"0,672s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:42:31,2023-12-18 12:42:32,"0,657s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:42:32,2023-12-18 12:42:33,"0,528s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:33,2023-12-18 12:42:33,"0,095s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:33,2023-12-18 12:42:33,"0,670s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:42:33,2023-12-18 12:42:34,"0,556s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:42:34,2023-12-18 12:42:35,"0,530s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:35,2023-12-18 12:42:35,"0,082s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:35,2023-12-18 12:42:35,"0,571s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:42:35,2023-12-18 12:42:36,"0,626s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:36,2023-12-18 12:42:36,"0,110s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:36,2023-12-18 12:42:37,"0,644s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:42:37,2023-12-18 12:42:37,"0,547s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:42:37,2023-12-18 12:42:38,"0,533s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:38,2023-12-18 12:42:38,"0,114s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:38,2023-12-18 12:42:38,"0,663s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:42:38,2023-12-18 12:42:39,"0,705s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:42:39,2023-12-18 12:42:40,"0,534s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:40,2023-12-18 12:42:40,"0,124s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:40,2023-12-18 12:42:40,"0,547s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:42:40,2023-12-18 12:42:41,"0,577s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:42:41,2023-12-18 12:42:41,"0,501s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:41,2023-12-18 12:42:42,"0,199s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:42:42,2023-12-18 12:42:42,"0,541s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:42:42,2023-12-18 12:42:42,"0,166s",PASSED
