Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:42:42,2023-12-18 12:42:43,"0,548s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:42:43,2023-12-18 12:42:43,"0,173s",PASSED
navigateToUrl(URL + UXLAB),Chrome 120.0.0.0,,,2023-12-18 12:42:43,2023-12-18 12:42:43,"0,067s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:42:43,2023-12-18 12:42:44,"0,562s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:42:44,2023-12-18 12:42:44,"0,132s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:42:44,2023-12-18 12:42:44,"0,440s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:42:44,2023-12-18 12:42:45,"0,598s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:42:45,2023-12-18 12:42:45,"0,142s",PASSED
,,,,,,,
Test Cases/Menu/RT005 MenuClicks - Over Ons,Chrome 120.0.0.0,,,2023-12-18 12:42:45,2023-12-18 12:43:04,"18,671s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:42:45,2023-12-18 12:42:46,"0,600s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:42:46,2023-12-18 12:42:46,"0,138s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:46,2023-12-18 12:42:46,"0,332s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:46,2023-12-18 12:42:47,"0,666s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:42:47,2023-12-18 12:42:48,"1,102s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:42:48,2023-12-18 12:42:48,"0,532s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:48,2023-12-18 12:42:49,"0,106s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:49,2023-12-18 12:42:49,"0,643s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:42:49,2023-12-18 12:42:50,"0,676s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:42:50,2023-12-18 12:42:50,"0,525s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:50,2023-12-18 12:42:50,"0,094s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:42:50,2023-12-18 12:42:51,"0,674s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:42:51,2023-12-18 12:42:52,"0,556s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:42:52,2023-12-18 12:42:52,"0,433s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:52,2023-12-18 12:42:52,"0,082s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:52,2023-12-18 12:42:53,"0,532s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:42:53,2023-12-18 12:42:53,"0,640s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:53,2023-12-18 12:42:53,"0,076s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:53,2023-12-18 12:42:54,"0,668s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:42:54,2023-12-18 12:42:55,"0,553s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:42:55,2023-12-18 12:42:55,"0,526s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:55,2023-12-18 12:42:55,"0,093s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:55,2023-12-18 12:42:56,"0,730s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:42:56,2023-12-18 12:42:57,"0,703s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:42:57,2023-12-18 12:42:57,"0,552s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:57,2023-12-18 12:42:57,"0,129s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:42:57,2023-12-18 12:42:58,"0,677s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:42:58,2023-12-18 12:42:59,"0,861s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:42:59,2023-12-18 12:42:59,"0,511s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:42:59,2023-12-18 12:43:00,"0,402s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:43:00,2023-12-18 12:43:00,"0,576s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:43:00,2023-12-18 12:43:01,"0,614s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:43:01,2023-12-18 12:43:01,"0,327s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:43:01,2023-12-18 12:43:02,"0,194s",PASSED
navigateToUrl(URL + OVER_ONS),Chrome 120.0.0.0,,,2023-12-18 12:43:02,2023-12-18 12:43:02,"0,088s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:43:02,2023-12-18 12:43:02,"0,566s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:43:02,2023-12-18 12:43:02,"0,123s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:43:02,2023-12-18 12:43:03,"0,588s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:43:03,2023-12-18 12:43:03,"0,574s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:43:04,2023-12-18 12:43:04,"0,145s",PASSED
,,,,,,,
Test Cases/Menu/RT006 MenuClicks - Missie_Visie,Chrome 120.0.0.0,,,2023-12-18 12:43:04,2023-12-18 12:43:22,"17,916s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:43:04,2023-12-18 12:43:04,"0,638s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:43:04,2023-12-18 12:43:05,"0,133s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:05,2023-12-18 12:43:05,"0,343s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:05,2023-12-18 12:43:05,"0,588s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:43:05,2023-12-18 12:43:06,"1,042s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:43:06,2023-12-18 12:43:07,"0,429s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:07,2023-12-18 12:43:07,"0,103s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:07,2023-12-18 12:43:08,"0,708s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:43:08,2023-12-18 12:43:08,"0,647s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:43:08,2023-12-18 12:43:09,"0,554s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:09,2023-12-18 12:43:09,"0,099s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:09,2023-12-18 12:43:10,"0,674s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:43:10,2023-12-18 12:43:10,"0,523s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:43:10,2023-12-18 12:43:11,"0,554s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:11,2023-12-18 12:43:11,"0,104s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:11,2023-12-18 12:43:11,"0,569s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:43:11,2023-12-18 12:43:12,"0,605s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:12,2023-12-18 12:43:12,"0,095s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:12,2023-12-18 12:43:13,"0,657s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:43:13,2023-12-18 12:43:13,"0,495s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:43:13,2023-12-18 12:43:14,"0,569s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:14,2023-12-18 12:43:14,"0,089s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:14,2023-12-18 12:43:15,"0,695s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:43:15,2023-12-18 12:43:15,"0,618s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:43:15,2023-12-18 12:43:16,"0,531s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:16,2023-12-18 12:43:16,"0,124s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:16,2023-12-18 12:43:17,"0,662s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:43:17,2023-12-18 12:43:17,"0,544s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:43:17,2023-12-18 12:43:18,"0,423s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:18,2023-12-18 12:43:18,"0,095s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:43:18,2023-12-18 12:43:18,"0,469s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:43:18,2023-12-18 12:43:19,"0,639s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:43:19,2023-12-18 12:43:19,"0,366s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:43:19,2023-12-18 12:43:19,"0,113s",PASSED
navigateToUrl(URL + OVER_ONS + MISSIE_VISIE),Chrome 120.0.0.0,,,2023-12-18 12:43:19,2023-12-18 12:43:19,"0,110s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:43:19,2023-12-18 12:43:20,"0,484s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:43:20,2023-12-18 12:43:20,"0,629s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:43:20,2023-12-18 12:43:21,"0,387s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:43:21,2023-12-18 12:43:21,"0,605s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:43:21,2023-12-18 12:43:22,"0,107s",PASSED
,,,,,,,
Test Cases/Menu/RT007 MenuClicks - Het Gilde,Chrome 120.0.0.0,,,2023-12-18 12:43:22,2023-12-18 12:43:40,"18,847s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:43:22,2023-12-18 12:43:22,"0,780s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:43:22,2023-12-18 12:43:23,"0,132s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:23,2023-12-18 12:43:23,"0,356s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:23,2023-12-18 12:43:24,"0,611s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:43:24,2023-12-18 12:43:25,"1,030s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:43:25,2023-12-18 12:43:25,"0,558s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:25,2023-12-18 12:43:25,"0,102s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:25,2023-12-18 12:43:26,"0,662s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:43:26,2023-12-18 12:43:27,"0,653s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:43:27,2023-12-18 12:43:27,"0,513s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:27,2023-12-18 12:43:27,"0,092s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:27,2023-12-18 12:43:28,"0,675s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:43:28,2023-12-18 12:43:28,"0,540s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:43:28,2023-12-18 12:43:29,"0,523s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:29,2023-12-18 12:43:29,"0,097s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:29,2023-12-18 12:43:30,"0,564s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:43:30,2023-12-18 12:43:30,"0,623s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:30,2023-12-18 12:43:30,"0,108s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:30,2023-12-18 12:43:31,"0,676s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_MissieVisie""))",Chrome 120.0.0.0,,,2023-12-18 12:43:31,2023-12-18 12:43:31,"0,503s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Missie  Visie - RisQIT/h1_Missie  Visie""), ""Missie & Visie"")",Chrome 120.0.0.0,,,2023-12-18 12:43:31,2023-12-18 12:43:32,"0,543s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:32,2023-12-18 12:43:32,"0,115s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:32,2023-12-18 12:43:33,"0,703s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_HetGilde""))",Chrome 120.0.0.0,,,2023-12-18 12:43:33,2023-12-18 12:43:33,"0,551s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Het Gilde - RisQIT/h1_Het Gilde""), ""Het Gilde"")",Chrome 120.0.0.0,,,2023-12-18 12:43:33,2023-12-18 12:43:34,"0,547s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:34,2023-12-18 12:43:34,"0,090s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:43:34,2023-12-18 12:43:35,"0,696s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns_SuperTester""))",Chrome 120.0.0.0,,,2023-12-18 12:43:35,2023-12-18 12:43:35,"0,610s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_SuperTester - RisQIT/h1_Whitepaper SuperTester""), ""Whitepaper SuperTester"")",Chrome 120.0.0.0,,,2023-12-18 12:43:35,2023-12-18 12:43:36,"0,538s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:36,2023-12-18 12:43:36,"0,113s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Blog""))",Chrome 120.0.0.0,,,2023-12-18 12:43:36,2023-12-18 12:43:37,"0,585s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Blog - RisQIT/h1_Blog""), ""Blog"")",Chrome 120.0.0.0,,,2023-12-18 12:43:37,2023-12-18 12:43:37,"0,175s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Vacatures""))",Chrome 120.0.0.0,,,2023-12-18 12:43:37,2023-12-18 12:43:37,"0,584s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Vacatures - RisQIT/h1_Vacatures""), ""Vacatures"")",Chrome 120.0.0.0,,,2023-12-18 12:43:37,2023-12-18 12:43:38,"0,631s",PASSED
navigateToUrl(URL + OVER_ONS + HETGILDE),Chrome 120.0.0.0,,,2023-12-18 12:43:38,2023-12-18 12:43:38,"0,095s",PASSED
"click(findTestObject(""Object Repository/MenuTopbar/Page_Vacatures - RisQIT/div_Contact opnemen""))",Chrome 120.0.0.0,,,2023-12-18 12:43:38,2023-12-18 12:43:39,"0,585s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Contact - RisQIT/h1_Contact""), ""Contact"")",Chrome 120.0.0.0,,,2023-12-18 12:43:39,2023-12-18 12:43:39,"0,650s",PASSED
"click(findTestObject(""MenuTopbar/img_Logo""))",Chrome 120.0.0.0,,,2023-12-18 12:43:39,2023-12-18 12:43:40,"0,381s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Home - RisQIT/h1_Ga voor duurzaamheid en vertrouwen, same_4bc4a8""), ""Ga voor duurzaamheid en vertrouwen, samen met ons!"")",Chrome 120.0.0.0,,,2023-12-18 12:43:40,2023-12-18 12:43:40,"0,641s",PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-18 12:43:40,2023-12-18 12:43:40,"0,144s",PASSED
,,,,,,,
Test Cases/Menu/RT008 MenuClicks - SuperTester,Chrome 120.0.0.0,,,2023-12-18 12:43:40,2023-12-18 12:44:13,"32,283s",FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:43:40,2023-12-18 12:43:41,"0,668s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:43:41,2023-12-18 12:43:41,"0,132s",PASSED
navigateToUrl(URL + OVER_ONS + SUPERTESTER),Chrome 120.0.0.0,,,2023-12-18 12:43:41,2023-12-18 12:43:42,"0,377s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:43:42,2023-12-18 12:44:13,"31,042s",FAILED
,,,,,,,
Test Cases/Menu/RT008.1 MenuClicks - SuperTester - Alternatief,Chrome 120.0.0.0,,,2023-12-18 12:44:13,2023-12-18 12:44:13,"0,063s",ERROR
,,,,,,,
Test Cases/Menu/RT009 MenuClicks - Blog,Chrome 120.0.0.0,,,2023-12-18 12:44:13,2023-12-18 12:44:32,"19,157s",PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2023-12-18 12:44:13,2023-12-18 12:44:14,"0,854s",PASSED
maximizeWindow(),Chrome 120.0.0.0,,,2023-12-18 12:44:14,2023-12-18 12:44:14,"0,129s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:44:14,2023-12-18 12:44:14,"0,348s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:44:14,2023-12-18 12:44:15,"0,694s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SoftwareTesting""))",Chrome 120.0.0.0,,,2023-12-18 12:44:15,2023-12-18 12:44:16,"1,127s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Software Testing - RisQIT/h1_Software Testing""), ""Software Testing"")",Chrome 120.0.0.0,,,2023-12-18 12:44:16,2023-12-18 12:44:17,"0,521s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:44:17,2023-12-18 12:44:17,"0,109s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:44:17,2023-12-18 12:44:17,"0,694s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_SHT""))",Chrome 120.0.0.0,,,2023-12-18 12:44:17,2023-12-18 12:44:18,"0,650s",PASSED
"verifyElementText(findTestObject(""Page_Security en HackersTest (SHT) - RisQIT/h1_Security en HackersTest (SHT)""), ""Security En HackersTest (SHT)"")",Chrome 120.0.0.0,,,2023-12-18 12:44:18,2023-12-18 12:44:19,"0,543s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:44:19,2023-12-18 12:44:19,"0,104s",PASSED
"mouseOver(findTestObject(""MenuTopbar/btn_Menu_Diensten""))",Chrome 120.0.0.0,,,2023-12-18 12:44:19,2023-12-18 12:44:19,"0,580s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_Diensten_UXLab""))",Chrome 120.0.0.0,,,2023-12-18 12:44:19,2023-12-18 12:44:20,"0,545s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_UX Lab - RisQIT/h1_UX Lab""), ""UX Lab"")",Chrome 120.0.0.0,,,2023-12-18 12:44:20,2023-12-18 12:44:20,"0,540s",PASSED
navigateToUrl(URL + BLOG),Chrome 120.0.0.0,,,2023-12-18 12:44:20,2023-12-18 12:44:20,"0,101s",PASSED
"click(findTestObject(""MenuTopbar/btn_Menu_OverOns""))",Chrome 120.0.0.0,,,2023-12-18 12:44:20,2023-12-18 12:44:21,"0,553s",PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Over ons - RisQIT/h1_Over ons""), ""Over Ons"")",Chrome 120.0.0.0,,,2023-12-18 12:44:21,2023-12-18 12:44:22,"0,596s",PASSED
